32098	0	0	0
30470	0	0	0
31102	1	0	0
31926	1	1	0
32934	1	0	0
33344	0	0	0
33516	0	0	0
33599	0	0	0
33030	1	0	0
30162	0	0	0
32841	0	0	0
30872	1	0	0
31264	1	0	0
30268	1	0	0
30594	1	0	0
30070	1	0	0
32919	0	1	0
31483	1	1	0
32852	0	0	0
32330	0	0	0
32443	1	1	0
30305	0	0	0
30975	0	0	0
31750	1	0	0
32756	0	0	0
32184	0	0	0
32128	0	0	0
31873	1	0	0
33931	0	0	0
33766	0	0	0
31204	0	0	0
33311	0	0	0
34275	1	0	0
33787	0	0	0
30334	0	0	0
33122	0	0	0
30113	1	1	0
34593	0	0	0
30841	0	0	0
33569	1	0	0
33554	0	0	0
31552	0	0	0
31321	1	1	0
34091	0	0	0
31963	1	0	0
31938	0	0	0
31827	1	0	0
32535	0	0	0
30182	0	0	0
31989	0	0	0
33191	1	0	0
32248	0	0	0
30084	0	0	0
31430	0	0	0
30450	0	0	0
30506	1	1	0
33997	1	1	0
31806	1	0	0
33544	1	0	0
33013	0	0	0
31474	0	0	0
33518	0	0	0
30634	1	0	0
31033	1	1	1
30315	1	1	0
31556	1	1	0
33169	1	0	0
34063	1	0	0
32624	1	1	0
31728	0	0	0
32551	1	1	0
30858	1	1	0
33669	1	0	0
33375	1	0	0
30718	0	0	0
30906	0	0	0
32377	1	1	0
33496	0	1	0
30814	0	0	0
31494	0	0	0
34156	0	0	0
30920	0	0	0
30016	1	0	0
31214	1	0	0
32599	1	0	0
33217	0	0	0
32352	0	0	0
33415	1	0	0
34351	0	0	0
34526	0	0	0
33330	1	0	0
30789	1	0	0
34471	0	0	0
31117	1	1	0
33168	1	1	0
33142	1	0	0
33334	1	0	0
30080	0	0	0
33159	1	1	0
32898	0	0	0
32214	1	0	0
31671	0	0	0
32552	0	0	0
31660	0	0	0
31217	1	0	0
30199	0	0	0
34521	1	0	0
34586	1	1	0
32644	1	0	0
30553	1	1	0
32603	0	0	0
34489	1	0	0
32389	0	0	0
30695	0	0	0
34120	1	0	0
31677	0	0	0
32165	0	0	0
33366	0	0	0
30192	1	0	0
32445	0	0	0
32983	0	0	0
33698	1	0	0
33720	0	0	0
30208	1	1	0
32233	1	0	0
32585	0	0	0
30494	0	0	0
33047	0	0	0
30324	1	0	0
32994	1	1	0
34107	0	0	0
34166	1	1	0
31767	0	0	0
33657	0	0	0
34321	0	0	0
30618	0	0	0
31993	1	0	0
33732	0	0	0
33989	0	0	0
33074	1	1	0
34121	1	0	0
32478	1	0	0
30822	0	0	0
31270	0	0	0
30761	0	0	0
32250	1	0	0
31741	1	0	0
31354	1	1	0
31295	0	0	0
31658	1	0	0
30672	0	0	0
32790	0	0	0
30005	1	0	1
34201	1	0	0
30642	1	0	0
30622	1	0	0
34392	0	1	0
33738	0	0	0
34250	0	0	0
34268	1	0	0
31932	0	0	0
30190	1	1	0
33946	0	1	0
33922	0	0	0
30826	1	0	0
33795	0	0	0
30681	1	1	0
33753	1	1	0
34039	0	0	0
33877	0	0	0
30925	0	0	0
32729	1	0	0
32384	0	0	0
31051	0	0	0
31190	1	0	0
32504	1	1	0
33552	0	0	0
33108	0	0	0
30856	1	1	0
33832	0	0	0
33949	1	0	0
30380	0	0	0
31308	0	0	0
33556	0	0	0
34545	0	0	0
32395	0	0	0
33979	1	0	0
30508	1	0	0
33070	0	0	0
31186	0	0	0
32050	0	0	0
34585	0	0	0
30699	0	0	0
32447	1	0	0
33788	0	0	0
31470	0	0	0
33397	0	0	0
32516	0	0	0
31375	0	0	0
34028	0	0	0
32614	1	0	0
32946	0	0	0
32969	0	0	0
33649	0	0	0
34153	0	0	0
30281	0	0	0
31371	0	0	0
30670	0	0	0
30486	1	0	0
32312	0	0	0
34356	0	0	0
32568	1	0	0
34455	0	0	0
30801	0	0	0
31902	0	0	0
31384	1	0	0
34524	0	0	0
30355	0	0	0
32320	0	0	0
32306	0	0	0
34199	1	0	0
31962	0	0	0
33110	1	1	0
30459	0	0	0
31663	1	0	0
34301	1	0	0
30987	1	1	0
31379	0	0	0
33584	1	1	0
33535	0	0	0
34383	0	0	0
32135	1	1	0
32116	1	0	0
31766	1	1	0
34536	1	0	0
33712	1	0	0
